               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  90,           0.0018924,           0.0018815,           0.0044209,              0.9664,             0.96575,             0.99357,             0.99283,           0.0017943,           0.0028256,           0.0012647,            0.001266,            0.001266,            0.001266
                  91,           0.0018097,           0.0018482,           0.0044862,              0.9965,             0.98506,              0.9947,              0.9947,           0.0015808,           0.0028648,          0.00064489,           0.0012202,           0.0012202,           0.0012202
                  92,            0.001875,           0.0018459,           0.0045406,             0.98725,             0.98519,             0.99453,             0.99426,           0.0016893,             0.00294,           0.0007501,           0.0011787,           0.0011787,           0.0011787
                  93,           0.0018973,           0.0018131,           0.0043282,             0.99027,             0.98404,             0.99435,             0.98753,           0.0019088,            0.002921,          0.00066988,           0.0011414,           0.0011414,           0.0011414
                  94,           0.0018711,           0.0018163,            0.004475,             0.97175,             0.99373,             0.99466,             0.99414,           0.0017229,           0.0028055,          0.00068544,           0.0011084,           0.0011084,           0.0011084
                  95,           0.0017637,           0.0017472,           0.0040062,              0.9898,             0.99032,             0.99483,             0.99455,           0.0015222,           0.0030568,          0.00056781,           0.0010797,           0.0010797,           0.0010797
                  96,            0.001833,           0.0018178,           0.0041191,             0.99657,              0.9874,               0.995,             0.99495,            0.001516,           0.0027804,           0.0005064,           0.0010554,           0.0010554,           0.0010554
                  97,           0.0018145,           0.0017935,           0.0046279,             0.98744,             0.98528,             0.99429,             0.98987,           0.0018675,           0.0029555,          0.00068335,           0.0010355,           0.0010355,           0.0010355
                  98,            0.001744,           0.0017653,             0.00413,             0.97842,             0.97669,             0.99448,             0.99307,           0.0017168,            0.002833,          0.00083089,             0.00102,             0.00102,             0.00102
                  99,           0.0017557,           0.0018264,           0.0047413,             0.92767,             0.97601,             0.99262,             0.98595,           0.0017271,           0.0029946,           0.0019346,           0.0010089,           0.0010089,           0.0010089
